item_id,order_id,product_id,quantity,unit_price,discount
127,59,12,1,89.99,0.00
128,60,31,2,599.99,0.00
129,61,25,1,349.99,0.00
130,62,23,5,19.99,0.00
131,63,35,2,89.99,0.00
132,63,12,3,89.99,0.15
133,64,15,2,129.99,0.00
134,64,6,1,999.00,0.00
135,65,1,5,899.99,0.00
136,65,32,1,179.99,0.00
137,66,36,1,109.99,0.00
138,66,28,3,149.99,0.00
139,67,40,2,549.99,0.05
140,67,18,1,189.99,0.00
141,67,19,1,159.99,0.00
142,68,21,1,12.99,0.20
143,68,2,1,1349.99,0.20
144,69,1,2,899.99,0.00
145,70,22,1,9.99,0.10
146,70,6,1,999.00,0.00
147,70,10,1,49.99,0.10
148,71,29,3,59.99,0.00
149,71,16,2,599.99,0.10
150,72,21,2,12.99,0.00
151,72,11,5,29.99,0.05
152,73,14,2,39.99,0.00
153,73,8,3,699.00,0.05
154,73,16,1,599.99,0.00
155,73,41,10,199.99,0.05
156,74,32,1,179.99,0.05
157,75,7,2,849.99,0.00
158,75,9,2,799.99,0.05
159,76,9,5,799.99,0.00
160,76,17,2,449.99,0.00
161,77,18,1,189.99,0.05
162,77,39,2,399.99,0.10
163,77,36,2,109.99,0.00
164,78,24,1,79.99,0.10
165,78,40,2,549.99,0.05
166,79,21,2,12.99,0.00
167,79,27,2,129.99,0.00
168,80,37,2,299.99,0.00
169,81,5,1,999.99,0.15
170,82,24,3,79.99,0.15
171,82,36,3,109.99,0.10
172,83,5,1,999.99,0.10
173,83,14,2,39.99,0.00
174,83,34,2,34.99,0.00
175,84,37,3,299.99,0.00
176,84,23,1,19.99,0.10
177,84,30,2,99.99,0.05
178,85,36,3,109.99,0.00
179,85,21,3,12.99,0.05
180,85,24,2,79.99,0.00
181,85,27,3,129.99,0.15
182,86,19,2,159.99,0.20
183,86,39,1,399.99,0.00
184,86,2,1,1349.99,0.15
185,87,36,5,109.99,0.00
186,87,37,1,299.99,0.00
187,88,6,2,999.00,0.00
188,88,37,1,299.99,0.00
189,88,26,2,199.99,0.00
190,89,37,1,299.99,0.00
191,89,25,3,349.99,0.00
192,90,39,3,399.99,0.00
193,90,1,1,899.99,0.00
194,90,41,2,199.99,0.00
195,91,29,2,59.99,0.00
196,91,39,2,399.99,0.10
197,92,17,1,449.99,0.00
198,92,6,2,999.00,0.10
199,93,34,1,34.99,0.00
200,93,16,2,599.99,0.05
201,94,23,2,19.99,0.00
202,95,10,1,49.99,0.10
203,95,29,1,59.99,0.00
204,96,10,2,49.99,0.00
205,96,19,2,159.99,0.00
206,96,1,1,899.99,0.05
207,96,22,1,9.99,0.05
208,97,2,5,1349.99,0.05
209,97,25,1,349.99,0.00
210,97,38,1,14.99,0.05
211,98,24,1,79.99,0.15
212,98,7,1,849.99,0.20
213,98,2,2,1349.99,0.10
214,99,30,5,99.99,0.00
215,99,36,1,109.99,0.05
216,100,41,1,199.99,0.20
217,100,20,2,49.99,0.10
218,101,36,5,109.99,0.00
219,102,40,2,549.99,0.00
220,102,41,2,199.99,0.00
221,103,38,5,14.99,0.00
222,103,35,3,89.99,0.05
223,103,13,1,69.99,0.20
224,104,35,5,89.99,0.00
225,105,27,5,129.99,0.00
226,105,20,3,49.99,0.00
227,105,29,1,59.99,0.10
228,105,41,2,199.99,0.00
229,106,31,2,599.99,0.05
230,106,9,3,799.99,0.00
231,107,1,10,899.99,0.00
232,107,18,2,189.99,0.00
233,108,21,5,12.99,0.00
234,108,30,3,99.99,0.05
235,109,34,2,34.99,0.00
236,109,3,3,1199.00,0.00
237,110,41,1,199.99,0.00
238,110,4,5,1299.99,0.10
239,111,10,1,49.99,0.05
240,111,30,1,99.99,0.05
241,111,29,5,59.99,0.05
242,112,13,1,69.99,0.05
243,112,30,3,99.99,0.00
244,112,6,3,999.00,0.00
245,112,17,3,449.99,0.05
246,113,11,2,29.99,0.00
247,113,25,1,349.99,0.00
248,114,27,1,129.99,0.00
249,114,20,5,49.99,0.20
250,114,29,1,59.99,0.10
251,115,32,1,179.99,0.05
252,115,16,2,599.99,0.00
253,116,14,1,39.99,0.00
254,116,4,1,1299.99,0.00
255,117,7,2,849.99,0.00
256,118,12,1,89.99,0.00
257,118,30,3,99.99,0.00
258,118,38,5,14.99,0.10
259,119,18,1,189.99,0.00
260,120,34,2,34.99,0.10
261,120,6,1,999.00,0.05
262,120,31,2,599.99,0.15
263,120,39,2,399.99,0.00
264,120,19,3,159.99,0.00
265,121,2,2,1349.99,0.10
266,122,23,2,19.99,0.05
267,123,33,1,249.99,0.00
268,123,36,2,109.99,0.00
269,124,22,5,9.99,0.10
270,124,31,2,599.99,0.00
271,125,27,1,129.99,0.10
272,125,4,1,1299.99,0.05
273,125,34,1,34.99,0.05
274,126,41,1,199.99,0.05
275,126,35,5,89.99,0.10
276,126,11,3,29.99,0.00
277,126,37,1,299.99,0.00
278,126,39,2,399.99,0.00
279,127,3,3,1199.00,0.15
280,128,31,3,599.99,0.05
281,129,9,1,799.99,0.15
282,129,14,1,39.99,0.00
283,129,3,1,1199.00,0.10
284,129,30,5,99.99,0.00
285,130,20,5,49.99,0.00
286,130,41,1,199.99,0.00
287,131,1,10,899.99,0.05
288,132,19,1,159.99,0.05
289,132,37,1,299.99,0.00
290,132,16,1,599.99,0.00
291,132,11,2,29.99,0.00
292,133,29,1,59.99,0.00
293,133,40,1,549.99,0.10
294,134,30,1,99.99,0.00
295,135,40,1,549.99,0.00
296,136,32,1,179.99,0.00
297,136,2,2,1349.99,0.10
298,137,7,2,849.99,0.00
299,137,21,1,12.99,0.00
300,138,5,1,999.99,0.05
301,138,22,2,9.99,0.20
302,139,37,2,299.99,0.00
303,139,32,2,179.99,0.10
304,139,8,1,699.00,0.20
305,140,32,1,179.99,0.10
306,140,4,5,1299.99,0.15
307,141,25,2,349.99,0.00
308,141,40,2,549.99,0.00
309,142,23,2,19.99,0.05
310,142,6,2,999.00,0.10
311,143,23,5,19.99,0.00
312,143,8,3,699.00,0.00
313,143,19,1,159.99,0.00
314,144,25,3,349.99,0.00
315,145,2,1,1349.99,0.15
316,146,30,2,99.99,0.00
317,146,39,2,399.99,0.10
318,146,28,1,149.99,0.00
319,147,18,2,189.99,0.00
320,147,27,1,129.99,0.00
321,147,35,1,89.99,0.05
322,148,18,1,189.99,0.00
323,148,30,3,99.99,0.20
324,148,34,1,34.99,0.05
325,148,6,3,999.00,0.00
326,148,40,1,549.99,0.00
327,149,27,1,129.99,0.00
328,149,23,5,19.99,0.10
329,149,19,3,159.99,0.05
330,150,40,1,549.99,0.00
331,150,2,3,1349.99,0.00
332,150,19,2,159.99,0.00
333,150,32,1,179.99,0.10
334,150,6,2,999.00,0.15
335,151,16,3,599.99,0.15
336,151,32,1,179.99,0.00
337,151,12,1,89.99,0.15
338,152,29,3,59.99,0.00
339,153,4,1,1299.99,0.00
340,153,11,3,29.99,0.10
341,153,30,2,99.99,0.00
342,154,29,1,59.99,0.00
343,155,28,5,149.99,0.15
344,155,40,1,549.99,0.00
345,156,38,1,14.99,0.05
346,156,13,1,69.99,0.05
347,156,34,2,34.99,0.10
348,157,19,1,159.99,0.00
349,158,39,2,399.99,0.10
350,159,37,1,299.99,0.05
351,159,12,1,89.99,0.00
352,159,8,10,699.00,0.10
353,159,17,2,449.99,0.05
354,160,25,1,349.99,0.00
355,161,12,1,89.99,0.05
356,161,32,2,179.99,0.05
357,162,17,3,449.99,0.00
358,163,10,5,49.99,0.05
359,163,22,2,9.99,0.15
360,164,35,1,89.99,0.05
361,164,15,3,129.99,0.00
362,164,1,2,899.99,0.20
363,165,24,5,79.99,0.00
364,165,35,3,89.99,0.10
365,166,20,2,49.99,0.00
366,166,25,1,349.99,0.05
367,166,7,3,849.99,0.00
368,167,35,2,89.99,0.00
369,168,8,1,699.00,0.05
370,169,15,3,129.99,0.00
371,169,5,1,999.99,0.15
372,169,3,2,1199.00,0.00
373,170,7,1,849.99,0.05
374,170,30,3,99.99,0.00
375,170,40,2,549.99,0.10
376,171,26,1,199.99,0.10
377,171,21,3,12.99,0.10
378,171,8,2,699.00,0.00
379,171,37,1,299.99,0.00
380,171,35,2,89.99,0.05
381,172,41,2,199.99,0.10
382,173,38,5,14.99,0.00
383,174,27,5,129.99,0.05
384,174,16,1,599.99,0.00
385,175,1,1,899.99,0.00
386,175,36,2,109.99,0.00
387,176,14,1,39.99,0.10
388,176,18,2,189.99,0.20
389,176,4,2,1299.99,0.00
390,177,22,3,9.99,0.10
391,177,40,1,549.99,0.10
392,178,16,3,599.99,0.05
393,179,21,1,12.99,0.00
394,179,15,1,129.99,0.15
395,179,7,1,849.99,0.05
396,180,24,1,79.99,0.10
397,181,4,1,1299.99,0.00
398,181,18,2,189.99,0.10
399,181,9,1,799.99,0.00
400,182,36,1,109.99,0.15
401,182,15,2,129.99,0.20
402,183,16,2,599.99,0.15
403,183,21,2,12.99,0.00
404,183,28,2,149.99,0.00
405,184,26,3,199.99,0.05
406,184,31,1,599.99,0.00
407,185,23,1,19.99,0.05
408,186,38,5,14.99,0.00
409,186,2,3,1349.99,0.00
410,186,30,2,99.99,0.05
411,186,9,5,799.99,0.00
412,187,40,3,549.99,0.10
413,187,35,1,89.99,0.15
414,187,37,3,299.99,0.00
415,188,24,2,79.99,0.10
416,188,12,2,89.99,0.10
417,189,38,1,14.99,0.00
418,189,14,2,39.99,0.00
419,189,15,1,129.99,0.00
420,189,21,2,12.99,0.05
421,190,40,1,549.99,0.05
422,191,6,10,999.00,0.00
423,191,26,1,199.99,0.00
424,191,12,1,89.99,0.00
425,191,19,1,159.99,0.20
426,192,27,3,129.99,0.00
427,192,29,1,59.99,0.00
428,193,21,2,12.99,0.05
429,193,32,3,179.99,0.00
430,194,31,1,599.99,0.00
431,195,35,1,89.99,0.00
432,195,19,10,159.99,0.05
433,195,12,2,89.99,0.00
434,195,10,1,49.99,0.10
435,196,35,5,89.99,0.10
436,196,20,5,49.99,0.15
437,196,8,1,699.00,0.20
438,196,2,2,1349.99,0.05
439,196,26,2,199.99,0.00
440,197,29,2,59.99,0.10
441,197,22,5,9.99,0.00
442,198,6,1,999.00,0.05
443,198,21,2,12.99,0.00
444,199,6,1,999.00,0.00
445,199,33,2,249.99,0.15
446,199,26,5,199.99,0.00
447,200,23,1,19.99,0.00
448,201,29,1,59.99,0.10
449,201,19,5,159.99,0.10
450,202,34,1,34.99,0.20
451,202,22,3,9.99,0.00
452,203,9,3,799.99,0.00
453,203,13,2,69.99,0.10
454,203,12,1,89.99,0.05
455,204,20,10,49.99,0.10
456,205,16,1,599.99,0.00
457,205,2,10,1349.99,0.00
458,206,31,1,599.99,0.10
459,206,8,1,699.00,0.00
460,207,4,1,1299.99,0.05
461,207,18,10,189.99,0.00
462,208,7,3,849.99,0.05
463,208,39,5,399.99,0.10
464,209,38,1,14.99,0.00
465,210,11,2,29.99,0.10
466,210,7,3,849.99,0.05
467,210,14,2,39.99,0.20
468,210,10,3,49.99,0.10
469,211,9,5,799.99,0.00
470,212,22,3,9.99,0.00
471,212,12,3,89.99,0.00
472,213,28,3,149.99,0.00
473,213,8,1,699.00,0.10
474,213,5,2,999.99,0.00
475,213,2,1,1349.99,0.00
476,213,31,1,599.99,0.05
477,214,12,1,89.99,0.10
478,214,23,1,19.99,0.05
479,214,2,1,1349.99,0.15
480,214,6,3,999.00,0.05
481,215,13,1,69.99,0.10
482,215,19,1,159.99,0.10
483,216,29,1,59.99,0.00
484,216,7,1,849.99,0.00
485,217,9,2,799.99,0.00
486,218,30,3,99.99,0.05
487,218,39,3,399.99,0.00
488,219,31,10,599.99,0.00
489,219,24,1,79.99,0.00
490,219,12,2,89.99,0.00
491,219,1,1,899.99,0.00
492,220,13,1,69.99,0.10
493,220,22,2,9.99,0.00
494,221,26,2,199.99,0.05
495,221,23,2,19.99,0.00
496,222,41,1,199.99,0.10
497,222,9,3,799.99,0.00
498,223,7,2,849.99,0.05
499,223,5,2,999.99,0.00
500,224,35,10,89.99,0.15
501,224,2,1,1349.99,0.00
502,224,3,5,1199.00,0.00
503,225,11,1,29.99,0.00
504,225,32,3,179.99,0.05
505,225,28,2,149.99,0.05
506,225,9,2,799.99,0.00
507,226,25,2,349.99,0.10
508,226,40,1,549.99,0.00
509,227,41,1,199.99,0.00
510,227,22,10,9.99,0.00
511,228,5,5,999.99,0.00
512,229,33,1,249.99,0.05
513,229,27,2,129.99,0.20
514,230,14,1,39.99,0.05
515,231,32,3,179.99,0.10
516,231,41,3,199.99,0.05
517,232,6,3,999.00,0.05
518,233,23,2,19.99,0.00
519,233,5,3,999.99,0.00
520,234,36,5,109.99,0.05
521,234,12,2,89.99,0.00
522,235,41,2,199.99,0.05
523,236,24,1,79.99,0.00
524,236,30,2,99.99,0.00
525,237,27,1,129.99,0.00
526,238,2,1,1349.99,0.10
527,239,11,1,29.99,0.00
528,240,2,1,1349.99,0.00
529,240,4,1,1299.99,0.20
530,240,6,5,999.00,0.05
531,241,33,5,249.99,0.05
532,242,8,3,699.00,0.00
533,243,10,1,49.99,0.20
534,243,7,2,849.99,0.00
535,244,28,2,149.99,0.20
536,244,31,5,599.99,0.15
537,245,39,2,399.99,0.00
538,245,3,10,1199.00,0.00
539,245,4,3,1299.99,0.00
540,245,16,5,599.99,0.15
541,245,17,1,449.99,0.15
542,246,16,5,599.99,0.00
543,246,20,2,49.99,0.00
544,246,14,3,39.99,0.05
545,247,27,3,129.99,0.15
546,247,22,3,9.99,0.10
547,248,21,3,12.99,0.05
548,248,30,1,99.99,0.00
549,248,2,2,1349.99,0.00
550,249,9,3,799.99,0.05
551,250,21,1,12.99,0.00
552,250,19,1,159.99,0.00
553,250,13,3,69.99,0.05
554,251,30,1,99.99,0.05
555,251,13,2,69.99,0.00
556,251,17,10,449.99,0.00
557,251,11,2,29.99,0.00
558,252,15,1,129.99,0.15
559,252,14,3,39.99,0.00
560,253,19,1,159.99,0.20
561,253,13,1,69.99,0.00
562,253,27,1,129.99,0.05
563,253,12,2,89.99,0.00
564,253,10,2,49.99,0.15
565,254,17,2,449.99,0.00
566,254,5,5,999.99,0.00
567,254,7,1,849.99,0.05
568,255,40,1,549.99,0.20
569,256,11,2,29.99,0.15
570,257,21,1,12.99,0.00
571,258,17,2,449.99,0.00
572,259,41,1,199.99,0.00
573,259,29,1,59.99,0.00
574,260,3,2,1199.00,0.00
575,260,29,3,59.99,0.15
576,260,23,1,19.99,0.00
577,260,36,5,109.99,0.00
578,261,38,2,14.99,0.05
579,261,1,2,899.99,0.00
580,262,8,2,699.00,0.20
581,262,26,3,199.99,0.00
582,262,24,1,79.99,0.10
583,263,3,2,1199.00,0.20
584,264,4,3,1299.99,0.00
585,265,12,10,89.99,0.15
586,265,16,1,599.99,0.15
587,266,8,3,699.00,0.10
588,266,20,5,49.99,0.15
589,266,32,2,179.99,0.00
590,267,18,2,189.99,0.00
591,267,37,2,299.99,0.00
592,268,15,2,129.99,0.00
593,268,10,2,49.99,0.00
594,268,32,3,179.99,0.00
595,268,34,10,34.99,0.05
596,268,41,1,199.99,0.00
597,269,33,2,249.99,0.00
598,269,28,3,149.99,0.10
599,270,30,1,99.99,0.00
600,270,12,3,89.99,0.00
601,270,26,3,199.99,0.10
602,271,14,3,39.99,0.05
603,271,12,5,89.99,0.00
604,271,6,2,999.00,0.00
605,272,39,3,399.99,0.05
606,272,32,2,179.99,0.20
607,272,20,2,49.99,0.10
608,272,40,1,549.99,0.00
609,273,31,2,599.99,0.05
610,274,30,2,99.99,0.00
611,274,10,1,49.99,0.00
612,275,13,2,69.99,0.10
613,275,19,1,159.99,0.00
614,276,39,1,399.99,0.00
615,276,36,2,109.99,0.10
616,276,19,5,159.99,0.15
617,277,5,5,999.99,0.00
618,277,18,2,189.99,0.00
619,278,31,1,599.99,0.00
620,278,23,5,19.99,0.00
621,278,29,2,59.99,0.10
622,279,24,1,79.99,0.10
623,279,31,2,599.99,0.00
624,279,11,1,29.99,0.05
625,279,40,1,549.99,0.00
626,279,14,10,39.99,0.00
627,280,11,3,29.99,0.15
628,280,12,1,89.99,0.00
629,281,22,3,9.99,0.10
630,282,39,3,399.99,0.20
631,282,7,3,849.99,0.20
632,282,4,3,1299.99,0.05
633,282,29,5,59.99,0.00
634,283,24,1,79.99,0.00
635,284,22,1,9.99,0.00
636,284,9,10,799.99,0.10
637,285,18,1,189.99,0.10
638,286,15,3,129.99,0.00
639,286,9,2,799.99,0.00
640,287,34,1,34.99,0.00
641,287,5,3,999.99,0.00
642,287,6,1,999.00,0.00
643,288,34,2,34.99,0.05
644,288,19,2,159.99,0.00
645,288,27,3,129.99,0.15
646,289,29,2,59.99,0.05
647,289,14,2,39.99,0.00
648,289,35,3,89.99,0.05
649,290,9,10,799.99,0.00
650,290,34,1,34.99,0.05
651,291,38,3,14.99,0.00
652,291,17,2,449.99,0.05
653,291,16,3,599.99,0.10
654,292,29,2,59.99,0.20
655,292,20,3,49.99,0.20
656,292,37,2,299.99,0.15
657,292,1,2,899.99,0.05
658,293,9,3,799.99,0.00
659,293,25,2,349.99,0.00
660,293,34,3,34.99,0.00
661,294,9,1,799.99,0.00
662,294,31,2,599.99,0.00
663,295,29,3,59.99,0.00
664,295,32,1,179.99,0.05
665,296,14,2,39.99,0.10
666,296,30,5,99.99,0.00
667,297,34,1,34.99,0.00
668,298,27,5,129.99,0.00
669,298,4,3,1299.99,0.00
670,298,20,1,49.99,0.00
671,299,25,3,349.99,0.10
672,299,31,1,599.99,0.00
673,300,6,1,999.00,0.15
674,300,40,1,549.99,0.00
675,300,27,2,129.99,0.00
676,301,20,2,49.99,0.05
677,301,36,1,109.99,0.20
678,302,33,2,249.99,0.05
679,302,2,10,1349.99,0.00
680,302,8,1,699.00,0.10
681,303,32,1,179.99,0.00
682,303,2,1,1349.99,0.05
683,304,12,1,89.99,0.00
684,305,4,1,1299.99,0.00
685,306,4,2,1299.99,0.00
686,306,13,3,69.99,0.00
687,306,16,1,599.99,0.00
688,306,39,2,399.99,0.00
689,307,38,2,14.99,0.00
690,308,41,2,199.99,0.10
691,309,36,10,109.99,0.05
692,309,29,2,59.99,0.00
693,309,3,1,1199.00,0.15
694,309,1,1,899.99,0.00
695,309,30,2,99.99,0.20
696,310,37,1,299.99,0.05
697,310,5,3,999.99,0.10
698,310,20,10,49.99,0.15
699,311,41,1,199.99,0.20
700,311,17,1,449.99,0.00
701,311,29,2,59.99,0.00
702,311,18,2,189.99,0.05
703,312,32,2,179.99,0.10
704,312,26,2,199.99,0.00
705,313,25,1,349.99,0.00
706,313,39,3,399.99,0.05
707,314,2,3,1349.99,0.05
708,315,15,1,129.99,0.00
709,315,32,3,179.99,0.05
710,315,24,1,79.99,0.20
711,316,13,2,69.99,0.05
712,317,17,5,449.99,0.15
713,318,35,1,89.99,0.00
714,318,40,2,549.99,0.05
715,318,17,5,449.99,0.00
716,318,36,3,109.99,0.00
717,318,30,1,99.99,0.05
718,319,27,2,129.99,0.00
719,320,15,1,129.99,0.00
720,320,28,2,149.99,0.00
721,320,5,2,999.99,0.10
722,320,16,2,599.99,0.05
723,320,13,1,69.99,0.00
724,321,16,3,599.99,0.05
725,321,5,3,999.99,0.05
726,322,5,1,999.99,0.10
727,322,9,1,799.99,0.05
728,323,26,3,199.99,0.00
729,323,7,2,849.99,0.05
730,323,40,1,549.99,0.00
731,324,2,1,1349.99,0.00
732,324,30,1,99.99,0.05
733,324,34,1,34.99,0.10
734,325,40,1,549.99,0.00
735,325,29,1,59.99,0.00
736,326,35,1,89.99,0.00
737,326,10,1,49.99,0.00
738,327,36,2,109.99,0.00
739,327,4,1,1299.99,0.15
740,328,22,2,9.99,0.00
741,328,38,1,14.99,0.00
742,329,41,1,199.99,0.00
743,329,15,3,129.99,0.10
744,329,30,3,99.99,0.00
745,329,40,2,549.99,0.10
746,330,29,1,59.99,0.05
747,331,17,3,449.99,0.00
748,332,2,1,1349.99,0.00
749,332,9,2,799.99,0.00
750,332,25,1,349.99,0.00
751,332,8,2,699.00,0.10
752,333,9,2,799.99,0.00
753,333,13,2,69.99,0.05
754,333,35,5,89.99,0.10
755,333,25,2,349.99,0.15
756,334,9,5,799.99,0.20
757,335,11,1,29.99,0.15
758,335,33,3,249.99,0.00
759,336,32,1,179.99,0.00
760,336,31,5,599.99,0.05
761,337,20,5,49.99,0.05
762,337,28,5,149.99,0.00
763,338,38,2,14.99,0.05
764,338,3,2,1199.00,0.00
765,339,15,1,129.99,0.00
766,340,15,1,129.99,0.00
767,340,7,1,849.99,0.00
768,340,8,1,699.00,0.00
769,341,35,5,89.99,0.00
770,342,38,2,14.99,0.05
771,342,1,3,899.99,0.00
772,343,36,3,109.99,0.00
773,343,30,3,99.99,0.00
774,344,36,1,109.99,0.05
775,344,2,1,1349.99,0.15
776,345,26,1,199.99,0.05
777,345,35,2,89.99,0.00
778,346,39,10,399.99,0.00
779,346,37,1,299.99,0.05
780,346,26,1,199.99,0.00
781,347,12,2,89.99,0.00
782,347,3,1,1199.00,0.20
783,347,39,1,399.99,0.00
784,348,27,1,129.99,0.20
785,349,14,3,39.99,0.05
786,349,9,1,799.99,0.05
787,349,20,1,49.99,0.00
788,349,28,3,149.99,0.00
789,350,16,1,599.99,0.05
790,350,34,2,34.99,0.00
791,351,20,2,49.99,0.10
792,351,26,1,199.99,0.00
793,352,7,1,849.99,0.15
794,352,26,1,199.99,0.05
795,352,3,1,1199.00,0.15
796,353,36,2,109.99,0.10
797,353,8,2,699.00,0.00
798,353,24,1,79.99,0.00
799,353,5,1,999.99,0.05
800,353,7,2,849.99,0.00
801,354,9,1,799.99,0.10
802,355,9,2,799.99,0.00
803,355,31,1,599.99,0.10
804,355,18,1,189.99,0.05
805,355,11,1,29.99,0.00
806,355,2,2,1349.99,0.00
807,356,41,3,199.99,0.05
808,357,1,1,899.99,0.00
809,358,2,10,1349.99,0.00
810,359,11,2,29.99,0.10
811,359,3,1,1199.00,0.05
812,359,27,2,129.99,0.15
813,360,26,2,199.99,0.00
814,361,3,5,1199.00,0.00
815,361,5,3,999.99,0.00
816,362,7,2,849.99,0.20
817,363,41,10,199.99,0.05
818,363,21,1,12.99,0.00
819,364,1,1,899.99,0.10
820,364,15,1,129.99,0.00
821,365,13,1,69.99,0.05
822,365,10,1,49.99,0.10
823,366,3,2,1199.00,0.00
824,366,34,1,34.99,0.10
825,366,27,1,129.99,0.00
826,367,15,2,129.99,0.00
827,367,39,2,399.99,0.00
828,367,25,2,349.99,0.20
829,368,36,3,109.99,0.15
830,369,16,2,599.99,0.00
831,369,28,2,149.99,0.20
832,369,12,1,89.99,0.15
833,370,28,2,149.99,0.00
834,370,33,1,249.99,0.20
835,371,20,2,49.99,0.00
836,371,39,1,399.99,0.00
837,371,35,1,89.99,0.05
838,371,10,2,49.99,0.00
839,372,24,5,79.99,0.20
840,372,32,1,179.99,0.00
841,372,26,2,199.99,0.05
842,372,27,2,129.99,0.00
843,373,23,2,19.99,0.05
844,373,33,5,249.99,0.10
845,373,32,1,179.99,0.00
846,373,41,3,199.99,0.05
847,373,24,2,79.99,0.05
848,374,39,2,399.99,0.05
849,375,38,2,14.99,0.00
850,375,6,2,999.00,0.10
851,376,20,3,49.99,0.15
852,376,27,5,129.99,0.00
853,377,26,2,199.99,0.00
854,378,27,3,129.99,0.00
855,378,19,1,159.99,0.10
856,379,12,3,89.99,0.10
857,379,13,1,69.99,0.20
858,379,4,5,1299.99,0.00
859,380,18,1,189.99,0.05
860,380,5,2,999.99,0.05
861,381,3,1,1199.00,0.10
862,381,7,1,849.99,0.05
863,382,24,10,79.99,0.10
864,382,22,5,9.99,0.05
865,383,30,5,99.99,0.00
866,384,16,2,599.99,0.05
867,384,24,2,79.99,0.00
868,384,29,1,59.99,0.20
